390,0.000415003,0.000368349,0.00954729
391,0.00050265,0.000448015,0.0114794
392,0.000607367,0.000543965,0.0137986
393,0.00073185,0.000658983,0.0165746
394,0.000879012,0.000796121,0.0198869
395,0.00105192,0.000958658,0.023825
396,0.00125373,0.00115002,0.0284877
397,0.00148756,0.00137367,0.0339832
398,0.00175633,0.00163296,0.0404274
399,0.00206261,0.00193089,0.0479417
400,0.00240836,0.00226991,0.0566498
401,0.00279522,0.0026521,0.0666757
402,0.0032264,0.0030811,0.0781479
403,0.00370617,0.00356156,0.0911925
404,0.00423972,0.004099,0.105926
405,0.00483339,0.0047001,0.122451
406,0.00549335,0.00537186,0.140844
407,0.00621933,0.00611757,0.16114
408,0.00700631,0.00693795,0.183325
409,0.00784503,0.00783144,0.207327
410,0.00872127,0.00879369,0.233008
411,0.00961879,0.00981865,0.260183
412,0.0105324,0.0109044,0.288723
413,0.011462,0.0120509,0.318512
414,0.0124105,0.0132582,0.349431
415,0.0133837,0.0145277,0.381363
416,0.014387,0.01586,0.414141
417,0.0154116,0.0172496,0.44735
418,0.0164424,0.0186878,0.480439
419,0.0174614,0.0201638,0.512767
420,0.018448,0.0216649,0.543618
421,0.0193852,0.0231801,0.572399
422,0.0202811,0.0247139,0.599284
423,0.0211545,0.0262785,0.624786
424,0.0220286,0.0278905,0.649576
425,0.0229317,0.0295714,0.674474
426,0.0238896,0.0313438,0.700186
427,0.0249026,0.0332151,0.72646
428,0.0259631,0.0351889,0.752726
429,0.0270619,0.0372683,0.778333
430,0.0281877,0.0394566,0.802555
431,0.0293303,0.0417546,0.824818
432,0.0304898,0.0441544,0.845422
433,0.0316694,0.0466432,0.864961
434,0.0328731,0.049205,0.8841
435,0.0341054,0.0518199,0.903573
436,0.035367,0.0544645,0.923844
437,0.03664,0.0571131,0.944055
438,0.0378988,0.0597369,0.96292
439,0.0391148,0.0623038,0.979057
440,0.0402563,0.0647782,0.99102
441,0.0412989,0.0671329,0.997765
442,0.0422582,0.0693844,0.999982
443,0.0431627,0.0715658,0.998861
444,0.0440444,0.0737164,0.995628
445,0.044938,0.0758812,0.991515
446,0.0458729,0.078098,0.987377
447,0.0468459,0.0803538,0.982619
448,0.0478446,0.0826198,0.976301
449,0.0488555,0.0848644,0.967513
450,0.0498639,0.0870524,0.955393
451,0.0508618,0.089164,0.939499
452,0.0518731,0.0912523,0.920807
453,0.0529317,0.093395,0.900592
454,0.0540746,0.0956775,0.88004
455,0.0553418,0.0981934,0.86024
456,0.0567734,0.101031,0.842031
457,0.0583973,0.104229,0.825572
458,0.0602409,0.107814,0.81086
459,0.0623353,0.111817,0.797902
460,0.0647164,0.116272,0.786704
461,0.0674131,0.121204,0.777119
462,0.070404,0.126573,0.768365
463,0.0736489,0.132311,0.759538
464,0.0770978,0.138334,0.749777
465,0.0806894,0.144541,0.738268
466,0.0843613,0.150828,0.724389
467,0.0880904,0.157146,0.708113
468,0.091863,0.163457,0.689572
469,0.0956637,0.169721,0.668927
470,0.0994755,0.175893,0.646359
471,0.103286,0.181938,0.622112
472,0.107103,0.187872,0.596591
473,0.110947,0.193731,0.570216
474,0.114838,0.199557,0.543373
475,0.118802,0.205398,0.516411
476,0.122863,0.211302,0.489647
477,0.127026,0.217283,0.463406
478,0.131293,0.223347,0.437965
479,0.135666,0.229501,0.413549
480,0.140145,0.235754,0.390333
481,0.144731,0.242108,0.368394
482,0.149415,0.248545,0.347582
483,0.154189,0.255037,0.327724
484,0.159038,0.261554,0.308676
485,0.163952,0.268063,0.290322
486,0.168932,0.274561,0.272626
487,0.174063,0.28118,0.255772
488,0.179457,0.288097,0.239945
489,0.185241,0.295508,0.22528
490,0.191556,0.30363,0.211867
491,0.198532,0.312649,0.199719
492,0.206182,0.322565,0.188674
493,0.214485,0.333319,0.178557
494,0.223411,0.344844,0.169217
495,0.232926,0.357061,0.160526
496,0.242992,0.369895,0.152368
497,0.253616,0.383355,0.14462
498,0.26481,0.397467,0.137173
499,0.276587,0.41226,0.129937
500,0.288959,0.427764,0.122839
501,0.301934,0.444001,0.115834
502,0.315508,0.460947,0.108922
503,0.329673,0.478562,0.102118
504,0.344416,0.496795,0.0954374
505,0.359716,0.515587,0.0888965
506,0.37555,0.534868,0.0825343
507,0.391895,0.554575,0.0764613
508,0.408722,0.57464,0.0707769
509,0.425998,0.594984,0.0655491
510,0.443683,0.61552,0.060821
511,0.461731,0.636162,0.0565919
512,0.480094,0.656872,0.0527659
513,0.498717,0.677624,0.049244
514,0.517539,0.698393,0.045947
515,0.536494,0.719154,0.0428123
516,0.555493,0.739844,0.0398014
517,0.574386,0.760235,0.0369227
518,0.592995,0.780039,0.0341909
519,0.611124,0.798941,0.0316158
520,0.628561,0.81661,0.0292033
521,0.645139,0.832783,0.0269536
522,0.660907,0.84755,0.0248575
523,0.675993,0.861113,0.0229047
524,0.690542,0.873698,0.0210855
525,0.70472,0.88555,0.0193912
526,0.718662,0.896873,0.0178145
527,0.732323,0.907638,0.0163514
528,0.745606,0.917757,0.014998
529,0.75841,0.927137,0.0137497
530,0.77063,0.935687,0.0126013
531,0.782208,0.943362,0.0115466
532,0.79329,0.950309,0.0105766
533,0.804084,0.956733,0.00968268
534,0.814813,0.962844,0.00885746
535,0.825711,0.968858,0.00809453
536,0.836943,0.974919,0.0073889
537,0.848349,0.98085,0.00673799
538,0.859676,0.986388,0.00613947
539,0.870656,0.991267,0.00559073
540,0.881011,0.995217,0.005089
541,0.890496,0.998007,0.0046312
542,0.899052,0.999595,0.00421366
543,0.906669,0.999982,0.00383286
544,0.913341,0.999177,0.00348559
545,0.919067,0.997193,0.00316893
546,0.923898,0.994102,0.00288021
547,0.928099,0.990204,0.00261698
548,0.931995,0.985855,0.00237701
549,0.935916,0.981404,0.00215829
550,0.940198,0.977193,0.00195896
551,0.945076,0.973441,0.00177737
552,0.950367,0.969881,0.00161218
553,0.955775,0.966133,0.00146215
554,0.961,0.961823,0.00132606
555,0.965733,0.956583,0.00120277
556,0.969744,0.950167,0.00109118
557,0.973133,0.942773,0.000990135
558,0.976086,0.934709,0.000898564
559,0.978793,0.926271,0.000815524
560,0.981445,0.91775,0.000740174
561,0.984186,0.909339,0.000671772
562,0.986965,0.900895,0.000609693
563,0.989678,0.892197,0.000553372
564,0.99222,0.883035,0.000502292
565,0.994486,0.873205,0.000455979
566,0.996386,0.862565,0.000413997
567,0.997895,0.851173,0.00037594
568,0.999004,0.839132,0.000341439
569,0.999706,0.826545,0.00031016
570,0.999993,0.813509,0.0002818
571,0.999837,0.800082,0.000256084
572,0.999123,0.786166,0.000232764
573,0.997719,0.771635,0.000211616
574,0.995491,0.756376,0.000192436
575,0.99231,0.740291,0.000175039
576,0.988146,0.723369,0.000159257
577,0.983345,0.70589,0.00014494
578,0.978342,0.688184,0.000131948
579,0.973564,0.670554,0.000120157
580,0.969429,0.653274,0.000109454
581,0.966211,0.636524,9.97367E-05
582,0.96363,0.620217,9.09125E-05
583,0.961273,0.604211,8.28976E-05
584,0.958732,0.588375,0.000075616
585,0.955602,0.572597,6.89991E-05
586,0.951569,0.556783,6.29846E-05
587,0.946654,0.540896,5.75163E-05
588,0.940962,0.524912,5.25432E-05
589,0.9346,0.508817,4.80192E-05
590,0.927673,0.492599,4.39024E-05
591,0.920264,0.476268,4.01551E-05
592,0.912391,0.459893,3.67431E-05
593,0.90405,0.443551,3.36353E-05
594,0.895243,0.427314,3.08037E-05
595,0.885969,0.411246,2.82228E-05
596,0.876242,0.395396,2.58697E-05
597,0.866117,0.379782,2.37235E-05
598,0.855658,0.36441,2.17653E-05
599,0.844926,0.349289,1.99779E-05
600,0.833982,0.334429,1.83459E-05
601,0.822859,0.319843,1.68551E-05
602,0.811491,0.305564,1.54929E-05
603,0.799794,0.291625,1.42476E-05
604,0.787689,0.278053,1.31087E-05
605,0.775103,0.264872,1.20667E-05
606,0.761996,0.252099,1.11131E-05
607,0.748425,0.239747,1.02399E-05
608,0.73447,0.227822,0.00000944
609,0.720208,0.21633,0.000008707
610,0.705713,0.205273,8.03488E-06
611,0.691044,0.19465,7.41844E-06
612,0.676212,0.184448,6.85279E-06
613,0.66122,0.174654,6.33352E-06
614,0.646072,0.165256,5.85662E-06
615,0.630773,0.156243,5.41843E-06
616,0.615349,0.147602,0
617,0.599888,0.139329,0
618,0.584489,0.131416,0
619,0.56924,0.123856,0
620,0.554224,0.116641,0
621,0.539469,0.109766,0
622,0.524827,0.103226,0
623,0.510124,0.0970205,0
624,0.495206,0.091143,0
625,0.479941,0.0855872,0
626,0.46427,0.0803428,0
627,0.448338,0.0753913,0
628,0.432329,0.0707136,0
629,0.416406,0.0662924,0
630,0.400711,0.062112,0
631,0.385355,0.0581595,0
632,0.370377,0.0544276,0
633,0.355793,0.0509098,0
634,0.341618,0.0475991,0
635,0.327864,0.0444879,0
636,0.314541,0.0415659,0
637,0.301662,0.0388152,0
638,0.289239,0.0362181,0
639,0.277278,0.0337599,0
640,0.265784,0.0314282,0
641,0.25474,0.0292176,0
642,0.244054,0.0271403,0
643,0.233634,0.0252084,0
644,0.223399,0.0234286,0
645,0.213284,0.0218037,0
646,0.203257,0.0203285,0
647,0.19337,0.0189779,0
648,0.183688,0.0177272,0
649,0.174263,0.016556,0
650,0.165141,0.015448,0
651,0.156354,0.0143924,0
652,0.147916,0.0133896,0
653,0.139834,0.0124414,0
654,0.132111,0.0115488,0
655,0.124749,0.010712,0
656,0.117744,0.00992994,0
657,0.111081,0.00920057,0
658,0.104747,0.00852126,0
659,0.0987277,0.00788945,0
660,0.0930085,0.00730255,0
661,0.0875769,0.0067582,0
662,0.0824219,0.00625474,0
663,0.0775328,0.00579045,0
664,0.0728989,0.00536347,0
665,0.06851,0.00497179,0
666,0.0643554,0.004613,0
667,0.0604242,0.00428339,0
668,0.0567057,0.0039794,0
669,0.0531896,0.00369803,0
670,0.0498661,0.00343667,0
671,0.0467258,0.00319326,0
672,0.0437598,0.00296653,0
673,0.0409594,0.00275543,0
674,0.0383165,0.00255896,0
675,0.0358233,0.00237617,0
676,0.0334725,0.00220618,0
677,0.0312583,0.00204809,0
678,0.0291751,0.0019011,0
679,0.0272173,0.00176442,0
680,0.025379,0.00163734,0
681,0.0236541,0.00151916,0
682,0.0220336,0.00140913,0
